timestamp,company,catergory,product,price,unit_price,
20231107_165549,Aldi,pasta,stir in pasta sauce tomato basil 150g dolmio,1.99,13.27
20231107_165549,Aldi,pasta,tomato and herb pasta bake 495g cucina,1.29,2.69
20231107_165549,Aldi,pasta,wholewheat spaghetti pasta 500g cucina,1.09,2.18
20231107_165549,Aldi,pasta,spaghetti 1kg cucina,1.19,1.19
20231107_165549,Aldi,pasta,smooth tomato pasta sauce 500g cucina,0.85,1.7
20231107_165549,Aldi,pasta,spaghetti 500g cucina,0.6079,1.38
20231107_165549,Aldi,pasta,onion garlic pasta sauce 500g cucina,0.85,1.7
20231107_165549,Aldi,pasta,chunky mushroom tomato pasta sauce 500g cucina,0.85,1.7
20231107_165549,Aldi,pasta,pasta sauce tomato herb 440g everyday essentials,0.65,1.48
20231107_165549,Aldi,pasta,spaghetti 500g everyday essentials,0.59,1.18
20231107_165549,Aldi,pasta,plain noodles 300g ownbrand,1.19,3.97
20231107_165549,Aldi,pasta,green pesto 150g the deli,1.69,11.27
20231107_165549,Aldi,pasta,medium egg noodles 250g asia specialities,0.85,3.4
20231107_165549,Aldi,pasta,sweet chilli noodles 300g ownbrand,1.19,3.97
20231107_165549,Aldi,pasta,ready to wok medium noodles 300g asia specialities,0.99,3.3
20231107_165549,Aldi,pasta,pesto pasta 269g eat go,2.35,8.74
20231107_165549,Aldi,pasta,spinach pine nut pasta salad 300g the deli,2.85,9.5
20231107_165549,Aldi,pasta,chicken tomato basil pasta 294g eat go,2.49,8.47
20231107_165549,Aldi,pasta,southern fried chicken pasta 294g eat go,2.35,7.99
20231107_165549,Aldi,pasta,heat eat mac cheese pasta 200g worldwide foods,1.49,7.45
20231107_165549,Aldi,pasta,cupshotz roast chicken flavour pasta 55g bramwells expr,0.69,10.15
20231107_165549,Aldi,pasta,cup shotz tomato herb flavour pasta 64g bramwells exp,0.69,10.15
20231107_165549,Aldi,pasta,cup shotz macaroni cheese pasta 68g bramwells express,0.69,10.15
20231107_165549,Aldi,pasta,cheese broccoli flavour pasta sauce 110g make in mi,0.72,6.55
20231107_165549,Aldi,pasta,chicken mushroom flavour pasta sauce 110g make in m,0.72,6.55
20231107_165549,Aldi,pasta,heat eat tomato basil fusilli pasta 200g worldwide ,1.29,6.45
20231107_165549,Aldi,pasta,tomato mozzarella pasta shapes pouch 7m 130g heinz,1.85,14.23
20231107_165549,Aldi,pasta,roast chicken basil pesto pasta with cheese 284g eat ,2.49,8.77
20231107_165549,Aldi,pasta,perfect bolognese with whole wheat pasta 400g total fit,3.99,9.98
20231107_165549,Aldi,pasta,maxd meatballs with whole wheat pasta 400g total fitne,3.99,9.98
20231107_165549,Aldi,pasta,organic bolognese pasta bake tray meal 200g mamia,1.35,6.75
20231107_165549,Aldi,pasta,stonebaked pizza base 360g 2 pack carlos,3.49,3.49
20231107_165549,Aldi,pasta,stonebaked mini pizza bases 360g 4 pack carlos,3.29,9.14
20231107_165549,Aldi,pasta,garlic baguettes reduced fat 420g 2 pack carlos,1.39,3.31
20231107_165549,Aldi,pasta,cheese tomato pizza 114g everyday essentials,0.47,4.12
20231107_165549,Aldi,pasta,garlic baguette 170g everyday essentials,0.34,2.0
